,Job Title,Skills
1311,"Assistant Vice President, Senior Solution Architect","Build Process,Power BI,Code Review,Unified Modeling Language,DevSecOps,Application Programming Interface (API),Solution Architecture,Express.js (Javascript Library),Solution Design,Microsoft Azure,Commercial Banking,Microservices,Mobile Application Development,Version Control,Situation Analysis,C (Programming Language),Thought Leadership,Reference Architecture,Python (Programming Language),Django (Web Framework),Application Servers,Web Application Development,Emerging Technologies,Powerapps,Agile Methodology,Ethical Standards And Conduct,Applications Architecture,Experience Design,Applications Of Artificial Intelligence,Microsoft Power Platform,Entity Relationship Models,Banking,Presentations,The Open Group Architecture Framework (TOGAF),Interpersonal Communications,Security Technology,Business Requirements,Java (Programming Language),Modularity,Scalability,Java Enterprise Edition,Loose Coupling,Core Banking,Strategic Analysis,Node.js (Javascript Library),Scripting,Amazon Web Services,Software As A Service (SaaS),Web Servers,Business Process Automation,HyperText Markup Language (HTML),IT Security Architecture,Risk Mitigation,Cascading Style Sheets (CSS),Microsoft Power Automate/Flow,Application Performance Management,JavaScript (Programming Language),Architectural Design,CI/CD,Full Stack Development,Decision Making,Platform As A Service (PaaS),Service-Oriented Architecture,Governance,Problem Solving,Management,Communications,Landscaping,Operations,Robotic Process Automation,Open Source Technology"
1312,Lead Solution Architect - AC103,"Presentations,Solution Architecture,Application Development,Business Efficiency,Marketing Collateral,Request For Proposal,Demonstration Skills,Presales,Management,User Story,Agile Methodology,Microsoft Excel,Innovation,Sales,Microsoft PowerPoint,Microsoft Office,Microsoft Access,Web Applications,Cloud Computing"
1313,Engineering Lead & Solution Architect (Digital),"Planning,Mobile Application Development,Accounting Systems,Performance Management,Process Improvement,Data Science,Workflow Management,Technology Roadmaps,Energy Management Systems,Unit Testing,Payment Systems,Customer Lifecycle Management,Observability,Sensors,Edge Computing,Technology Solutions,Project Implementation,Resilience,CI/CD,Code Review,Scalability,Internet Of Things (IoT),E-Commerce,Analytics"
1314,Marketing Cloud Consultant,"Marketing Software,Pardot (CRM Software),Automation Studio,Presentations,Marketing Automation,Salesforce Journey Builder,Salesforce Marketing Cloud,Data Manipulation,Strategic Marketing,Security Policies,Thought Leadership,Campaign Management,Security Controls,Marketing,SQL (Programming Language),Cloud Development,Consulting,Salesforce Datorama,Marketing Strategies,Technical Acumen,HyperText Markup Language (HTML),Reputation Management,Communications,Innovation,Sales,Cloud Computing,Resourcing,Salesforce,Templates,Technology Strategies,Web Conferencing,Cisco Discovery Protocol,Cascading Style Sheets (CSS)"
1315,Marketing Operations Solution Architect Senior Manager,"Ingenuity,Marketing Operations,Sales Process,Solution Delivery,Presentations,Outsourcing,Solution Architecture,Due Diligence,Value Propositions,Interpersonal Communications,Thought Leadership,Price Negotiation,Communications,Cost Structures,Sales Pipelines,Regional Sales,Business Architecture,Cloud Security,Management Consulting,Problem Solving,Business Requirements,Multitasking,Performance Reporting,Functional Skills Qualification,Marketing,Sales Strategy,Market Research,Consulting,Sales,Management,Operations,Presales,Digital Marketing,Innovation,Timelines,Team Leadership,Research,Procurement,Microsoft Excel,Microsoft PowerPoint,Automation,Customer Service"
1316,Data Architect (SqlDBM_ERwin_ER/Studio_SQL_SnowFlake_Python_ETL),"Relational Databases,Data Architecture,Dimensional Modeling,Erwin (Data Modeling Software),Data Warehousing,Python (Programming Language),Data Integration,Financial Data,Data Modeling,SQL (Programming Language),Business Process Mapping"
1317,Solution Architect Lead - SD,"MySQL,Nginx,Solution Architecture,Solution Design,Microsoft Azure,Gradle,Apache Kafka,Docker (Software),Git (Version Control System),Kubernetes,Spring Boot,Serverless Computing,Apache Maven,MongoDB,Problem Solving,Business Requirements,Java (Programming Language),Redis,Technology Solutions,Systems Architecture,Jenkins,Containerization,AWS CodePipeline,Microservices,Node.js (Javascript Library),Ideation,Systems Design,Communications,Presentations,PostgreSQL,Confluent,ChatGPT,Generative Artificial Intelligence,CI/CD,AWS Lambda,Amazon Web Services,English Language,Information Technology,Customer Service,npm (Node Package Manager)"
1318,Cloud Security Consultant (DSC/JN/8044),"Business Objectives,Cryptography,Cloud Computing,Storage Virtualization,Digital Transformation,Access Network,Google Cloud Security,AWS CloudFormation,Microsoft Azure,Agile Software Development,Cloud Computing Architecture,Network Planning And Design,Cyber Resilience,Terraform,Continuous Integration,Ansible,Cloud Security,Hybrid Cloud Computing,Cloud Technologies,Information Systems Security,Cyber Security,Certified Information Systems Security Professional,Authentications,Chef (Configuration Management Tool),Puppet (Configuration Management Tool),DevOps,Defence Engineering,CI/CD,Cyber Engineering,Security Policies,Computer Science,Certified Information Security Manager,Vulnerability,Operations,Management,Amazon Web Services,Innovation,Blueprinting,Research,Supervisory Control And Data Acquisition (SCADA),Auditing,Medical Response Technician"
1319,Senior Manager - SAP Solution Architect,"Information Technology Consulting,Capital Markets,Coaching,Digital Transformation,Solution Architecture,SAP HANA,Analytical Skills,Scrum (Software Development),Cloud Services,Digital Technology,SAP Applications,Writing,Quick Learning,Consulting,Performance Improvement,Relationship Building,Systems Development Life Cycle,Agile Methodology,Business Development,Request For Proposal,Investments,Innovation,SAP Implementation,Hybris"
1320,Enterprise Architect (Exp in Blueprint and Roadmap),"Curiosity,Empathy,Planning,Microsoft Azure,Emerging Technologies,Applications Architecture,Feasibility Studies,Core Banking,Business Strategies,Presentations,Writing,Amazon Web Services,Management,Governance"
1321,"VP, Senior Solution Architect - Payment Systems, Corporate Banking","Enthusiasm,Solution Design,Cash Management,UML Tool,Influencing Skills,Enterprise Application Integration,Energetic,Payment Systems,Microsoft Visio,Regulatory Compliance,Solution Architecture,IBM WebSphere MQ,Business Case,Payment Processing,DevOps,Software Development,Communications,Presentations,Relational Database Management Systems,Financial Services,Architectural Design,Computer Science,Foreign Exchange Markets,Management,Innovation,New Product Development,Tooling"
1322,Senior Cloud Architect - Thai Speaker,"Debugging,Employee Stock Option,Resource Management,Docker (Software),Kubernetes,Interpersonal Communications,Linux,Software Defined Networking (SDN),Thought Leadership,TCP/IP,Python (Programming Language),Reliability Engineering,Teamwork,Personal Branding,Java (Programming Language),File Systems,Cloud Technologies,Writing,Network Configuration And Change Management,Firewall,Rust (Programming Language),Virtual Private Networks (VPN),Shell Script,Public Cloud,JavaScript (Programming Language),Amazon Web Services,Thai Language,Network Routing,Troubleshooting (Problem Solving),Go (Programming Language),English Language,Open Source Technology,Public Speaking"
1323,Senior Principal Solution Architect,"Digital Transformation,Technology Solutions,Application Development,Thought Leadership,Enterprise Architecture,Architectural Design,SAP Applications,Cyber Security,Solution Architecture,Consulting,Change Management,Joint Ventures,Financial Services,Leased Lines,Wide Area Networks,Telecommunications,Governance,Management,Operations,User Experience (UX),Analytics,Artificial Intelligence"
1324,Solutions Architect - Online Charging Systems (Korean/Mandarin fluency required),"Solution Design,Cloud-Native Computing,Project Management,Influencing Skills,Business Networking,Engineering Design Process,Communications,Application Programming Interface (API),Korean Language,Customer Empowerment,Technology Solutions,Online Charging Systems,Computer Science,Mandarin Chinese,Management,Innovation,Software Development,Internet Of Things (IoT),Operations,Billing,Customer Relationship Management"
1325,Senior Data Architect,"Data Infrastructure,Microsoft Azure,Data Architecture,Data Quality,SAP Applications,Interoperability,Data Modeling,Data Governance,Database Design,Scalability,Dataflow,Data Management,Supply Chain"
1326,Data - Head of Data/Architects/Scientist/Enginer/Analyst,"Vendor Management,Data Manipulation,Data Science,Data Engineering,Data Architecture,Data Analysis,Communications,Team Leadership"
1327,Payors and Claims Solution Architect,"Debugging,Advanced Business Application Programming (ABAP),Solution Architecture"
1328,"Technical Architect (Java, Microservices)","Infrastructure Security,API Management,Functional Requirement,Microsoft SQL Servers,Life Sciences,Application Programming Interface (API),Junit,Spring Boot,Microservices,Microsoft Azure,Spring Framework,Software Design Patterns,Payment Card Industry (PCI) Data Security Standards,Apache Kafka,Kubernetes,Java Message Service (JMS),RESTful API,Systems Analysis,Java (Programming Language),Data Modeling,Scalability,Telecommunications,IBM WebSphere MQ,Swagger UI,Authentications,OAuth,Financial Services,Architectural Design,English Language,Service-Oriented Architecture,Public Service,Usability,Systems Development"
1329,Java Application Architect - Only Singaporean,"Relational Databases,Application Servers,Business Process Automation,Micro Focus,Agile Methodology,IBM Websphere Application Server,Apache Kafka,Software Testing,Microsoft Word,Docker (Software),Managed Services,Selenium (Software),Applications Architecture,Java (Programming Language),Problem Solving,RESTful API,Web Services,Writing,Hibernate (Java),Scripting,Consulting,Information Privacy,DevOps,Unified Field Theories (UFT),Financial Services,Oracle WebLogic Server,Software Development,Information Technology,Systems Development Life Cycle,Business Intelligence,Mentorship,Karate (Software),Operations,Troubleshooting (Problem Solving),Supply Chain"
1330,Technical Architect (IBM Sterling or Fluent Commerce),"Ingenuity,Coaching,Application Programming Interface (API),Solution Design,Business Acumen,Salesforce Commerce Cloud,Technical Design,Interpersonal Communications,Communications,Cloud Security,Management Consulting,SAP Applications,Functional Skills Qualification,Transportation Management Systems,Consulting,Java (Programming Language),Knowledge Transfer,Warehouse Management,GraphQL,Software Engineering,CI/CD,Hybris,Operations,Systems Development Life Cycle,Automation"
1331,Director of Transformation Architects - APJ,"Proxy Servers,General Data Protection Regulation (GDPR),Load Balancing,Empathy,Coaching,Technical Sales,Digital Transformation,Business Acumen,Product Knowledge,Multiprotocol Label Switching,IT Security Architecture,Influencing Skills,Sales Prospecting,Thought Leadership,TCP/IP,Protocol Stack,Cloud Security,Internet Protocol Security (IP SEC),Problem Solving,Business Requirements,Data Loss Prevention,Border Gateway Protocol,Cyber Security,IBM WebSphere MQ,Organizational Structure,Cyber Kill Chain Framework,Verbal Communication Skills,Firewall,Rapport Building,NIST Cybersecurity Framework (CSF),Executive Presence,Architectural Design,Mentorship,Leadership,Network Routing,Operations,Data Centers,Presales,Market Segmentation,Health Insurance Portability And Accountability Act (HIPAA) Compliance"
1332,"Technical Solution Architect, Webex Customer Experience (Contact Center & CPaaS)","Technical Acumen,Internetworking,Technical Sales,Application Programming Interface (API),Solution Design,Pre-Sales Engineering,Business Strategies,Requirements Elicitation,Business Process,Business Valuation,Salesforce,Communications,RESTful API,Consulting,Growth Mindedness,Business Development,Presentations,Cisco WebEx,Solution Architecture,JSON,Digital Literacy,Relationship Building,Calendar Management,JavaScript (Programming Language),Teamwork,Systems Architecture,Sales,Demonstration Skills,Management,Mentorship,Customer Service,Innovation,Presales"
1333,Application Architect - Finance,"Financial Systems,System Administration,Information Technology,Semiconductors,Smartphone Operation,Critical Thinking,Enthusiasm,Solution Design,Infrastructure Architecture,Systems Thinking,Silicon Carbide,Finance,Business Process,Product Configuration,Applications Architecture,Strategic Planning,SAP Applications,Epitaxy,Program Management,Systems Architecture,Digital Data,Financial Software,Dealing With Ambiguity,Computer Science,Information Systems,Innovation,Leadership,Data Management,Communications,Plasma-Enhanced Chemical Vapor Deposition,Furnaces,Facebook,Artificial Intelligence"
1334,"Senior Consultant / Manager, Enterprise Architect, Technology Consulting","Information Technology Consulting,Capital Markets,Coaching,Digital Transformation,Self-Motivation,Microsoft Azure,Technology Roadmaps,Architectural Leadership,Analytical Skills,Business Writing,Product Strategy,Enterprise Architecture,Digital Technology,The Open Group Architecture Framework (TOGAF),Problem Solving,Verbal Communication Skills,Business Operations,Consulting,Performance Improvement,Relationship Building,Product Planning,Strategic Roadmaps,Team Performance Management,Teamwork,Leadership,Research,Investments"
1335,"Director, Solutions Architecture, Prisma Cloud, Japan & Asia Pacific","Cloud Computing,Coaching,Technical Sales,Convergent Technologies Operating Systems,Cloud Computing Architecture,Technology Roadmaps,Market Trend,Technical Engineering,Emerging Technologies,Master Of Business Administration (MBA),Cloud Engineering,Cloud Security,Learning Development,Cyber Security,Solution Architecture,Cyber Threat Intelligence,Firewall,DevOps,Growth Mindedness,Public Cloud,Market Positioning,CI/CD,Solution Selling,Systems Engineering,Computer Science,Selling Techniques,Mentorship,Presales,Sales,Leadership,Visionary,SAS (Software),Microsoft Outlook"
1336,"Associate Director, Design & Architecture","Customer Engagement,Cloud Computing,Data Infrastructure,Application Programming Interface (API),Microservices,Mobile Application Development,Data Architecture,Software Design Patterns,Thought Leadership,Reference Architecture,Communications,Leadership,Managed Services,Applications Architecture,Interpersonal Communications,Scrum (Software Development),Scalability,Solution Architecture,Consulting,DevOps,Monolithic Software Architecture,Training And Development,Computer Science,Information Technology,Prioritization,Innovation,Timelines"
1337,"Azure Data Architecture, Assoc Director","Ingenuity,Microsoft SQL Servers,Azure Data Lake,Microsoft Azure,Business Acumen,Data Processing,Data Engineering,PostgreSQL,Apache Kafka,Collaboration,Data Architecture,Apache Spark,Thought Leadership,Data Integration,Amazon DocumentDB,Hdinsight,Cloud Security,Management Consulting,Functional Skills Qualification,Azure Internet Of Things (IoT),Accountability,Writing,Apache Hadoop,Data Store,Apache Storm,Data Migration,SQL (Programming Language),Data Modeling,Solution Architecture,Consulting,DevOps,Extract Transform Load (ETL),Data Governance,Apache HBase,Hadoop Distributed File System (HDFS),Data Strategy,Architectural Design,Azure Blob Storage,Data Warehousing,Presales,Innovation,Data Management,Technology Strategies,Operations,Management,Warehousing,Artificial Intelligence"
1338,Lead Application Infrastructure Architect,"Infrastructure Architecture,Cloud Computing,Cloud Infrastructure,Digital Transformation,Electronic Engineering,Smart Systems,Application Development,Data Science,Private Cloud,Influencing Skills,Virtualization,Time Management,Resource Planning,Network Security,Resilience,Writing,Learning Development,Cyber Security,Operations Management,DevOps,Infrastructure Automation,Artificial Intelligence,Application Performance Management,Public Cloud,Computer Science,Innovation,Management,Operations,Governance,Leadership,Agile Methodology"
1339,"Solutions Architect Director, APAC","Business Objectives,Planning,Microsoft Azure,Advocacy,Courage,PostgreSQL,Sales Support,Mentorship,Cloud Services,Capability Development,Product Management,Data Security,Learning Platforms,Public Cloud,Relational Databases,Marketing,Software Engineering,Solution Architecture,Relationship Management,Customer Success Management,Consulting,Production Engineering,Revenue Growth,Computer Science,Disaster Recovery,Amazon Web Services,Leadership,Balancing (Ledger/Billing),Sales,Advising,Writing,Employee Assistance Programs,IT Capacity Management,Agile Methodology,Blogs"
1340,"Lead, IT Infrastructure Solutions and Architecture","Infrastructure Architecture,ServiceNow,DevSecOps,Planning,Cloud Computing Architecture,Performance Management,Operational Efficiency,Analytical Skills,Strategy Execution,Influencing Skills,Business Process,Leadership,Environmental Social And Corporate Governance (ESG),Positivity,Resilience,Ansible,Strategic Thinking,Business Requirements,Project Management,Accountability,Team Leadership,Proactivity,TOGAF Certification,Regulatory Compliance,Solution Architecture,Service Level,Information Technology Infrastructure Library,Business Strategies,Organizational Skills,Organizational Culture Change,Training And Development,Database Storage Structures,Middleware,Risk Management,Teamwork,Computer Science,Sustainable Insurance,Software Development Life Cycle,Communications,Problem Solving,Management,Innovation,Operations,Automation"
1341,Senior Data Architect – Fleet Operations,"Customer Service,Microsoft SQL Servers,Data Modeling,Report Writing,Data Reporting,Qlik Sense (Data Analytics Software),Analytical Skills,Data Mining,Data Warehousing,Data Architecture,Concept Analysis,Business Process,Python (Programming Language),Dashboard,Data-Driven Decision Making,Information Management,Mathematics,Java (Programming Language),Predictive Modeling,Data Lakes,Data Analysis,SQL (Programming Language),Data Transformation,Plan Execution,Power BI,Business Intelligence,Analytical Dashboard,Database Design,Data Strategy,Organizational Change Management,Tableau (Business Intelligence Software),Computer Science,Economics,R (Programming Language),Operations,Writing,Innovation"
1342,"VP, Solution Architect - Banking Payments","Enthusiasm,Solution Design,Cash Management,UML Tool,Influencing Skills,Enterprise Application Integration,Energetic,Payment Systems,Microsoft Visio,Regulatory Compliance,Solution Architecture,IBM WebSphere MQ,Business Case,Payment Processing,DevOps,Software Development,Communications,Presentations,Relational Database Management Systems,Financial Services,Architectural Design,Computer Science,Foreign Exchange Markets,Management,Innovation,New Product Development,Tooling"
1343,"Senior Manager, IT Infrastructure Architect","Firewall,Infrastructure Architecture,Cloud Computing,Design Specifications,Network Storage,Interpersonal Communications,Influencing Skills,Software Defined Networking (SDN),Communications,Emerging Technologies,Fortinet,Network Infrastructure,Development Environment,Business Strategies,Private Cloud,Public Cloud,Systems Architecture,Wide Area Networks,Network Time Protocols,Cisco Routers,Network Routing,Governance,Blueprinting,Innovation,Network Switches"
1344,Network Solution Architect/ Network System Specialist (LAN/WIFI),"Requirements Analysis,Cisco Certified Design Professional,Cisco Certified Network Associate,Planning,Rapport Building,Interpersonal Communications,Business Process,Key Performance Indicators (KPIs),Network Security,Business Requirements,Project Management,AWS Certified Solutions Architect,Cyber Security,Network Performance Management,Certified Information Systems Security Professional,Information Technology Infrastructure Library,Cyber Threat Intelligence,Cisco Certified Network Professional,Change Management,Network Administration,Computer Engineering,Cisco Certified Internetwork Expert,Management,Operations,Assertiveness,Communications,Project Management Professional Certification,Commissioning,Outsourcing,Information And Communications Technology,Customer Service"
1345,Consultant - Sustainability Solutions,"Environmental Science,Presentations,Communications,Project Management,Project Implementation,Project Planning,Consulting,Risk Analysis,Data Visualization,Creativity,Innovation,Data Analysis,Mitigation,Timelines"
1346,Solutions Consultant Asia,"Curiosity,Development Environment,Technical Presentations,Google Analytics,Adobe Analytics,Virtual Teams,Business Requirements,Channel Sales,Information Privacy,HyperText Markup Language (HTML),JavaScript (Programming Language),E-Commerce,Analytics,Software As A Service (SaaS),Mentorship,Sales"
1347,Salesforce Pre-sales/Solution Architect,"Ingenuity,Sales Process,Solution Architecture,Global Delivery Model,Salesforce Service Cloud,Cloud Security,Management Consulting,Functional Skills Qualification,Marketing,Computer Science,Operations,Innovation,Sales,Salesforce"
1348,SAP Data Architect,"Data Architecture,Data Quality,SAP Applications,Data Lakes,Architecture Framework,Extract Transform Load (ETL),Data Governance,Data Warehousing,Data Analysis,Systems Development Life Cycle"
1349,Project Architect - Data Centres,"Technical Acumen,Design Management,Clash Detection,Presentations,Organizational Communications,Emotional Intelligence,Planning,Rhinoceros 3D,Autodesk Revit,Conceptual Design,Building Performance Modeling And Simulations,Sustainable Design,Building Information Modeling,Computational Design,Tactfulness,Technical Design,Unreal Engine,Communications,Python (Programming Language),Construction Management,Unity Engine,Information Management,Teamwork,Advocacy,Built Environment,Grasshopper (Design Software),Enscape (VR Rendering Software),Design Software,Strategic Planning,Interoperability,Net Zero,Accountability,Building Codes,Greenhouse Gas,Abvent Artlantis,Twinmotion,Relationship Management,Design Thinking,Architecture License,AutoCAD,Sketching,Navisworks (BIM Software),Document Preparations,Autodesk,Environmental Social And Corporate Governance (ESG),Dynamo (Design Software),Green Building,Architectural Design,Rendering,Global Marketing,Adobe Photoshop,Aviation,Leadership,Adobe InDesign,Adobe Illustrator,Adobe Creative Suite,Mentorship,Innovation,Coordinating,Management,Research,Problem Solving,Business Development,V-Ray,Equities,Metal Fabrication,Microsoft Office,Systems Development Life Cycle,C (Programming Language),Construction,Data Centers,Budgeting,Workflow Management"
1350,Data Warehouse Architect,"Financial Systems,Data Infrastructure,Data Storage,Data Validation,Data Warehouse Architectures,Data Science,Data Engineering,Software Engineering,Financial Technology (FinTech),Apache Spark,Metaverse,Program Process Monitoring,Resilience,Teamwork,Scalability,Data Pipelines,Data Ingestion,AWS Glue,Data Integrity,Extract Transform Load (ETL),Communications,Presentations,Data Analysis,Data Visualization,Architectural Design,Computer Science,Business Intelligence,Apache Airflow,Data Warehousing,Non-Fungible Tokens (NFT),English Language,Mandarin Chinese,Amazon Web Services,Innovation,Agile Methodology"
1351,Associate Security Architect (Sail Point),"Microsoft Word,Systems Analysis,Shell Script,Requirements Analysis,OpenLDAP,Linux,Marketing,Scripting,Authentications,Information Privacy,Solaris (Operating System),Enterprise Document Management System"
1352,Technical Customer Success Manager ( GRC SAAS Solutions),"Customer Engagement,Customer Service,Relationship Building,Strategic Planning,Solution Architecture,Advocacy,Sales Support,Influencing Skills,Self Service Technologies,Product Management,YAML,Product Adoption Strategies,Communications,Presentations,Customer Advocacy,Korean Language,Multitasking,Accountability,Writing,Product Roadmaps,Customer Success Management,Languages Of Asia,Tenacity,Mandarin Chinese,New Product Development,Governance,Innovation,Governance Risk Management And Compliance,Software As A Service (SaaS)"
1353,"Senior End User Automation Engineer, End User Services – IT Engineering & Solutions","Ingenuity,Application Services,Shell Script,Virtual Desktops,Endpoint Security,RESTful API,Communications,Mac OS,Security Controls,Ansible,Problem Solving,Multitasking,Interoperability,Endpoint Management,Jenkins,Microsoft Security Essentials,Command-Line Interface,Microsoft Intune (Mobile Device Management Software),Group Policy,DevOps,Team Oriented,Wireless Networks,Postman API Platform,Application Packaging,Operations,Creativity,Dashboard,Management,Network Access Control,Automation,Mobile Device Management,Operating Systems,Puppet (Configuration Management Tool),Workflow Management"
1354,"Senior Architect, Machine Learning, Field CTO Office","Presentations,Cloud-Native Computing,Data Science,Data Engineering,Data Architecture,Influencing Skills,Sales Prospecting,Python (Programming Language),Product Marketing,Product Management,Mathematics,Enterprise Architecture,Machine Learning,Channel Sales,TensorFlow,Scikit-Learn (Python Package),Deep Learning,Scripting,PyTorch (Machine Learning Library),Scala (Programming Language),Product Roadmaps,Financial Services,Computer Science,Sales Engineering,R (Programming Language),SQL (Programming Language),Apache Airflow,Sales,Leadership,Innovation,NumPy (Python Package),Customer Service,Blogs"
1355,"Director, Architecture & Engineering","Business Systems,Budget Management,SAP HANA,Microservices,Cloud-Native Computing,Performance Tuning,Product Knowledge,Business Priorities,Finance,Emerging Technologies,Performance Review,Technical Leadership,Enterprise Architecture,Digital Technology,Business Requirements,Marketing,Hybrid Cloud Computing,Strategic Prioritization,Scalability,Business Strategies,Enterprise Application Software,DevOps,Information Infrastructure,Growth Mindedness,Resilience,Business Technologies,Digitization,Computer Science,Technology Ecosystems,Merchandising,Customer Relationship Management,Agile Methodology,SAP Human Resource Management Software,Enterprise Resource Planning,Leadership,Governance,E-Commerce,Automation,Service-Oriented Architecture,Supply Chain,Customer Service"
1356,Asia-Pacific Managed Services - Integrated Business Architect,"Technology Integration,Capital Markets,Coaching,Transformation Planning,Solution Architecture,Global Delivery Model,Presentations,Managed Services,Agile Methodology,The Open Group Architecture Framework (TOGAF),Problem Solving,Design Thinking,Consulting,Relationship Building,Computer Science,Leadership,Negotiation,Investments,Business Development,Resourcing"
1357,Asia-Pacific Managed Services - Integrated Business Architect,"Technology Integration,Capital Markets,Coaching,Transformation Planning,Solution Architecture,Global Delivery Model,Finance,Presentations,Managed Services,Agile Methodology,Problem Solving,Design Thinking,Consulting,Relationship Building,Computer Science,Leadership,Negotiation,Accounting,Investments,Business Development,Resourcing"
1358,Salesforce Solutions Architect-Public Sector,"Requirements Elicitation,Sales Prospecting,Communications,Integration Testing,Solution Architecture,Design Thinking,Salesforce Certified Application Architect,Design Reviews,Solution Selling,Innovation,Mentorship,Agile Methodology,Salesforce,Management Information Systems"
1359,Intelligent Platforms Advisory Executive / Enterprise Architect,"Ingenuity,Microsoft Azure,SAP HANA,Innovation,Business Acumen,Value Propositions,Interpersonal Communications,Finance,Market Trend,Communications,Sales Acumen,The Open Group Architecture Framework (TOGAF),Cloud Security,Management Consulting,Problem Solving,SAP Applications,Business Requirements,Functional Skills Qualification,Solution Architecture,Business Case,Consulting,Power BI,Technology Strategies,Leadership,Technology Ecosystems,Workday (Software),Enterprise Resource Planning,Operations,Sales,Telecommunications,Salesforce,Artificial Intelligence"
1360,Salesforce Solution Architect,"Sales Process,Solution Architecture,Salesforce Service Cloud,Marketing,Sales,Salesforce"
1361,Senior Infrastructure Architect,"Infrastructure Architecture,Planning,Microservices,Unix,Linux,Business Requirements"
1362,Technical Architect,"Debugging,Unified Modeling Language,Project Management Life Cycle,API Management,.NET Framework,Entity Framework,Strategic Planning,Online Transaction Processing,Solution Design,Microsoft Azure,Microservices,Software Design Patterns,Application Development,Data Warehousing,React.js (Javascript Library),Project Management Office (PMO),Business Process,Serverless Computing,Entity Framework (EF) Core,Thought Leadership,Service-Oriented Architecture,Communications,Terraform,Solid Principles,Angular (Web Framework),Azure Logic Apps,Software Architecture,Enterprise Architecture,Solution Architecture,Business Requirements,Organizational Change Management,Project Management,Accountability,Systems Analysis,Requirements Analysis,Domain Driven Design,Quality Assurance,Event-Driven Programming,Verbal Communication Skills,Risk Mitigation,Integration Platforms,Version Control,Project Implementation,CI/CD,Cloud-Native Development,Data Vaults,Outsourcing,Innovation,Systems Development Life Cycle,Offshoring,Automation,Troubleshooting (Problem Solving),Customer Service"
1363,Insights Platform and Data Architecture Lead,"Detail Oriented,Data Analysis,Computing Platforms,Data Architecture,Information Visualization,Data Extraction,Operational Efficiency,Data Science,Data Warehousing,Data Management,Big Data,Interpersonal Communications,Technology Roadmaps,Algorithms,Community Development,Data Integration,Taxonomy,Continuous Delivery,Relational Databases,Asset Management,Organizational Strategy,Project Management,Operations Support Systems,Business Intelligence,Data Structures,Front End Design,Data Transformation,DevOps,Data Governance,QlikView (Data Analytics Software),Policy Development,Data Retrieval,Data Strategy,Computer Science,Information Technology,Information Systems,Leadership,Technology Strategies,Automation,Forecasting,Team Leadership"
1364,Touch ASIC Architect,"Presentations,Mechanical Engineering,Debugging,Digital Signal Processing,Display Devices,Algorithms,Reference Architecture,Experience Design,Microarchitecture,Technological Change,Root Cause Analysis,Computer Architecture,Process Engineering,Verbal Communication Skills,MATLAB,Architecture Framework,Application Specific Integrated Circuits,Systems Design,Teamwork,Embedded Systems,Field-Programmable Gate Array (FPGA),Verilog,Firmware,Signal Processing,Management,Electrical Engineering,Simulations,Leadership"
1365,"Director, Product Software Architecture and Engineering","Project Portfolio Management,Digital Transformation,Advocacy,Agile Software Development,Microservices,Software Engineering,Interpersonal Communications,Resource Allocation,Leadership,Software Architecture,Strategic Planning,Software Product Management,Information Privacy,DevOps,Project Implementation,Product Family Engineering,Computing Platforms,Private Cloud,Public Cloud,Security Policies,Computer Science,Network Architecture,Software Development Methodologies,Innovation,Communications,Management,Software Development,Prioritization,Data Centers"
1366,Insurance Solutions Consultant,"Business Acumen,Data Science,Combination Products,Energetic,Digital Technology,Multitasking,Project Management,Consulting,Underwriting,Innovation,Management,Reinsurance,Persuasive Communication"
1367,Microsoft Dynamics 365 Solution Architect (Customer Engagement),"Ingenuity,Power BI,Microsoft Azure,Business Continuity Planning,Business Acumen,Collaboration,Microsoft Dynamics,Business Valuation,Energetic,Powerapps,Microsoft Power Platform,Cloud Security,Management Consulting,Functional Skills Qualification,Writing,SQL (Programming Language),Technology Solutions,Anything Relationship Management (xRM) Software,Consulting,Process Transformation,Financial Services,Innovation,Presales,Technology Strategies,Operations,Customer Relationship Management,Customer Service"
1368,Construction Manager - Architecture (based in Maldives),"Verbal Communication Skills,Architectural Design,AutoCAD,Microsoft Office,Project Documentation,Teamwork,Construction,Constructability,Coordinating"
1369,Client Solutions & Digital Tech Manager,"Vendor Contracts,Written English,Digital Transformation,Vendor Management,Enthusiasm,Planning,Project Planning,Requirements Analysis,Technical Performance Measure,Project Management,Interpersonal Communications,Problem Solving,Business Process,Rapid Learning,Digital Electronics,Digital Media Strategy,Resilience,Business Requirements,Technical Training,Analytical Skills,Technology Ecosystems,Change Management,Service Improvement,Service Improvement Planning,Development Aid,Business Technologies,Risk Management,Computer Science,Communications,Management,Customer Relationship Management,Leadership,Information Technology,Milestones (Project Management),Operations,Acceptance Testing,E-Business,Enterprise Resource Planning,E-Commerce,Mandarin Chinese,Business Intelligence,Sales,Technical Support,Coordinating,Project Management Professional Certification,Troubleshooting (Problem Solving),Auditing"
1370,Senior Warehouse Solutions Engineer,"Presentations,Communications,Supply Chain Strategy,Supply Chain Management,Problem Solving,Customer Success Management,Logistics Engineering,Training And Development,Operations,Management,Innovation,Leadership,Warehousing,Supply Chain"
1371,Technical Consultant/Solutions Engineer,"Technical Services,Business Cycle,Positivity,Mandarin Chinese,Computer Science,Information Technology,Sales"
